satellite,orbit_index,location_index,lat,lon,fire,user_request,start_utc,end_utc,duration_min
Global-19,1124,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-21T13:10:00+00:00Z,2025-07-21T13:15:00+00:00Z,5.0
Global-19,1162,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-22T05:47:00+00:00Z,2025-07-22T05:52:00+00:00Z,5.0
Global-19,1166,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-22T12:20:00+00:00Z,2025-07-22T12:25:00+00:00Z,5.0
Global-19,1200,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-23T04:57:00+00:00Z,2025-07-23T05:02:00+00:00Z,5.0
Global-19,1201,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-23T06:36:00+00:00Z,2025-07-23T06:38:00+00:00Z,2.0
Global-19,1204,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-23T11:30:00+00:00Z,2025-07-23T11:35:00+00:00Z,5.0
Global-19,1220,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-23T13:08:00+00:00Z,2025-07-23T13:12:00+00:00Z,4.0
Global-19,1242,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-24T04:07:00+00:00Z,2025-07-24T04:12:00+00:00Z,5.0
Global-19,1243,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-24T05:45:00+00:00Z,2025-07-24T05:49:00+00:00Z,4.0
Global-19,1258,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-24T10:40:00+00:00Z,2025-07-24T10:44:00+00:00Z,4.0
Global-19,1259,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-24T12:17:00+00:00Z,2025-07-24T12:22:00+00:00Z,5.0
Global-19,1283,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-25T03:17:00+00:00Z,2025-07-25T03:21:00+00:00Z,4.0
Global-19,1298,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-25T04:54:00+00:00Z,2025-07-25T04:59:00+00:00Z,5.0
Global-19,1301,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-25T09:50:00+00:00Z,2025-07-25T09:53:00+00:00Z,3.0
Global-19,1302,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-25T11:26:00+00:00Z,2025-07-25T11:32:00+00:00Z,6.0
Global-19,16,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-25T01:27:00+00:00Z,2025-06-25T01:33:00+00:00Z,6.0
